YEAR,TEAM,WEEK,TYPE,FILENAME,DATA_HASH,IMAGE_VERSION
2026,NE,1,Defense,Week_01_NE_Defense.png,ac8319bfd22f007dbbd259aa969eef2f57d6bc07ba48cbffb964b59cf94c8ae6,1
2026,NO,1,Defense,Week_01_NO_Defense.png,0723b22fc168f2e89a3e38e320e34f64a5d4b34204fe8aaa2e7b05f5fce29339,1
2026,NYG,1,Defense,Week_01_NYG_Defense.png,c165bd0c9aef858fc9fe6113e4e7707c21acf9bd2639b2182815a225a2c05d4a,1
2026,NYJ,1,Defense,Week_01_NYJ_Defense.png,e6081c37fe7fefae47749dbc58b3dda143b6c24f503064557e84dad8b5b061ca,1
2026,PHI,1,Defense,Week_01_PHI_Defense.png,464e8afc32059df33f4c07f49622172940ff3f22e49882a5bdefdf81a3cc07a5,1
2026,PIT,1,Defense,Week_01_PIT_Defense.png,8b4c8f560d1f4f83862ee445b6c0012519a0e41231bcc80a42eb34374f5eff84,1
2026,SEA,1,Defense,Week_01_SEA_Defense.png,ac8319bfd22f007dbbd259aa969eef2f57d6bc07ba48cbffb964b59cf94c8ae6,1
2026,SF,1,Defense,Week_01_SF_Defense.png,ff22eff5bf52b4c928d205902bd6ef7a468de73c5d7f4b4a6cb6246931c0ebb2,1
2026,TB,1,Defense,Week_01_TB_Defense.png,6b20c2ce0f72d84e10c5ec0298cf71daec9ef9add2e16f211bdeb6ed1be85528,1
2026,TEN,1,Defense,Week_01_TEN_Defense.png,e6081c37fe7fefae47749dbc58b3dda143b6c24f503064557e84dad8b5b061ca,1
2026,WAS,1,Defense,Week_01_WAS_Defense.png,464e8afc32059df33f4c07f49622172940ff3f22e49882a5bdefdf81a3cc07a5,1
2026,ARI,1,Offense,Week_01_ARI_Offense.png,3a59b23f669842a77b70e866fb52fd9b7a6cc4a35204b6c15959288a3baf4bce,1
2026,ATL,1,Offense,Week_01_ATL_Offense.png,d3eb9c57ee553fc6c57f841df14a45395dc31ba2493783c1770bbdb55236453e,1
2026,BAL,1,Offense,Week_01_BAL_Offense.png,493e3dc210e1190b6cf896f26872f95b0b57efe3e1a9903885b9928fd0e66349,1
2026,BUF,1,Offense,Week_01_BUF_Offense.png,8cb520832aeac566bb7b8a454c3090c4c4b2bc42eaa8df0376a0f2f74a7801f2,1
2026,CAR,1,Offense,Week_01_CAR_Offense.png,b28932444a150eca09baf403adcee50b7f47538020902cd575f8e94d0e0b9385,1
2026,CHI,1,Offense,Week_01_CHI_Offense.png,b28932444a150eca09baf403adcee50b7f47538020902cd575f8e94d0e0b9385,1
2026,CIN,1,Offense,Week_01_CIN_Offense.png,0829f8a216d66745cf3fd742bd37d4d707d1fae5b64e9d07da48e561963ac774,1
2026,CLE,1,Offense,Week_01_CLE_Offense.png,4c55562e245a8bfff4df4952479be89d2496f4d433c7e97c29ad916debaaa615,1
2026,DAL,1,Offense,Week_01_DAL_Offense.png,65dc77f0ee2fc06044d24e0646d8f9a2bc4fde13fccaab47c8b39662e1b11085,1
2026,DEN,1,Offense,Week_01_DEN_Offense.png,262ce0bb76a5e4483ce52f5acbd572d22692104d258d8d06d70914c0cfa75d37,1
2026,DET,1,Offense,Week_01_DET_Offense.png,8ac42147372a609a47e6f68e8f659432a0138629ac3975c15189631b085ebe38,1
2026,GB,1,Offense,Week_01_GB_Offense.png,b751bd116c5a8d99d18415516b7ab85d8e12908e07627b5c96667c0b9841d6b0,1
2026,HOU,1,Offense,Week_01_HOU_Offense.png,8cb520832aeac566bb7b8a454c3090c4c4b2bc42eaa8df0376a0f2f74a7801f2,1
2026,IND,1,Offense,Week_01_IND_Offense.png,493e3dc210e1190b6cf896f26872f95b0b57efe3e1a9903885b9928fd0e66349,1
2026,JAX,1,Offense,Week_01_JAX_Offense.png,4c55562e245a8bfff4df4952479be89d2496f4d433c7e97c29ad916debaaa615,1
2026,KC,1,Offense,Week_01_KC_Offense.png,262ce0bb76a5e4483ce52f5acbd572d22692104d258d8d06d70914c0cfa75d37,1
2026,LA,1,Offense,Week_01_LA_Offense.png,73dc2888268d712ba73aeaa4c5a45ed44e4a9fb853a1de27a721b72809887949,1
2026,LAC,1,Offense,Week_01_LAC_Offense.png,3a59b23f669842a77b70e866fb52fd9b7a6cc4a35204b6c15959288a3baf4bce,1
2026,LV,1,Offense,Week_01_LV_Offense.png,5c863eaccedfb7be2f68ae909179b1824ceba9b2c1c7e7a4e679b72bcfec2daf,1
2026,MIA,1,Offense,Week_01_MIA_Offense.png,5c863eaccedfb7be2f68ae909179b1824ceba9b2c1c7e7a4e679b72bcfec2daf,1
2026,MIN,1,Offense,Week_01_MIN_Offense.png,b751bd116c5a8d99d18415516b7ab85d8e12908e07627b5c96667c0b9841d6b0,1
2026,NE,1,Offense,Week_01_NE_Offense.png,cd73191f365735f36fb6e0b69b78c164ddc8618a16a8bccae35d4ac2dda9876e,1
2026,NO,1,Offense,Week_01_NO_Offense.png,8ac42147372a609a47e6f68e8f659432a0138629ac3975c15189631b085ebe38,1
2026,NYG,1,Offense,Week_01_NYG_Offense.png,65dc77f0ee2fc06044d24e0646d8f9a2bc4fde13fccaab47c8b39662e1b11085,1
2026,NYJ,1,Offense,Week_01_NYJ_Offense.png,74a1dca3e646adfb6223b053fb4f7fa8e991c03e2220f205db57288ab11171c8,1
2026,PHI,1,Offense,Week_01_PHI_Offense.png,ac60a6a8a51d07a7cc1eca0d0dfe15e6a8d7dba02ba7895b2a9a31668acd07c8,1
2026,PIT,1,Offense,Week_01_PIT_Offense.png,d3eb9c57ee553fc6c57f841df14a45395dc31ba2493783c1770bbdb55236453e,1
2026,SEA,1,Offense,Week_01_SEA_Offense.png,cd73191f365735f36fb6e0b69b78c164ddc8618a16a8bccae35d4ac2dda9876e,1
2026,SF,1,Offense,Week_01_SF_Offense.png,73dc2888268d712ba73aeaa4c5a45ed44e4a9fb853a1de27a721b72809887949,1
2026,TB,1,Offense,Week_01_TB_Offense.png,0829f8a216d66745cf3fd742bd37d4d707d1fae5b64e9d07da48e561963ac774,1
2026,TEN,1,Offense,Week_01_TEN_Offense.png,74a1dca3e646adfb6223b053fb4f7fa8e991c03e2220f205db57288ab11171c8,1
2026,WAS,1,Offense,Week_01_WAS_Offense.png,ac60a6a8a51d07a7cc1eca0d0dfe15e6a8d7dba02ba7895b2a9a31668acd07c8,1
